name,nickname,score,count,platform,date,dna,company,tag,url
异度传说 三章 查拉图斯特拉如是说,ゼノサーガ エピソードIII［ツァラトゥストラはかく語りき］,-1.0,-1,['PS2'],2006-07-06,['角色扮演'],Monolith Soft,['角色扮演'],https://www.vgtime.com/game/4246.jhtml
异度神剑,ゼノブレイド,8.7,301,"['3DS', 'Wii']",2010-06-10,['角色扮演'],Monolith Soft,['角色扮演'],https://www.vgtime.com/game/3448.jhtml
皮克敏3,Pikmin 3,8.5,44,['WiiU'],2013-07-13,['即时战略'],Monolith Soft,['即时战略'],https://www.vgtime.com/game/764.jhtml
异度神剑X,Xenoblade Chronicles X,8.6,166,['WiiU'],2015-04-29,"['动作', '角色扮演']",Monolith Soft,"['动作', '角色扮演']",https://www.vgtime.com/game/820.jhtml
3D点阵英雄,3Dドットゲームヒーローズ,-1.0,-1,['PS3'],2009-11-05,['角色扮演'],Silicon Studio,['角色扮演'],https://www.vgtime.com/game/2586.jhtml
装甲核心 For Answer,Armored Core: For Answer,-1.0,-1,"['X360', 'PS3']",2008-03-18,"['动作', '射击']",FromSoftware,"['动作', '射击']",https://www.vgtime.com/game/714.jhtml
血源诅咒,Bloodborne,9.4,6792,['PS4'],2015-03-24,"['动作', '角色扮演', '生存', '恐怖']",FromSoftware,"['动作', '角色扮演', '生存', '恐怖', '神作', '秒天秒地秒空气', '恋爱模拟', '可爱', '克苏鲁', '受苦', '无双', '割草', '死就对了', '热情好客亚楠人', '极限跑酷', '血腥', '垃血秒', '休闲娱乐', '恋爱养成', '无限轮回', 'SM', '密集恐惧症', '克苏鲁风格', '阖家', '伊藤润二风格', '手残党噩梦', '萝莉控', '你大爷永远是你大爷', '卑鄙的外乡人', '怪物极其恶心变态', '休闲恋爱', '路痴的地狱', '可爱模拟', '养生类游戏', '美少女', '血缘暖暖', '你需要治疗']",https://www.vgtime.com/game/512.jhtml
装甲核心5,アーマード・コアV,-1.0,-1,"['X360', 'PS3']",2012-01-26,"['动作', '射击']",FromSoftware,"['动作', '射击']",https://www.vgtime.com/game/3045.jhtml
重装机兵2 重装上阵,メタルマックス2: リローデッド,8.5,30,['NDS'],2011-12-08,['角色扮演'],Cattle Call,['角色扮演'],https://www.vgtime.com/game/2874.jhtml
勇者派遣会社,Brave Company,-1.0,-1,['3DS'],2011-10-27,"['角色扮演', '模拟']",Cattle Call,"['角色扮演', '模拟']",https://www.vgtime.com/game/1899.jhtml
重装机兵3,メタルマックス3,8.2,27,['NDS'],2010-07-29,['角色扮演'],Cattle Call,['角色扮演'],https://www.vgtime.com/game/3908.jhtml
上古卷轴Ⅳ 战栗之岛,The Elder Scrolls IV: Shivering Isles,-1.0,-1,"['PC', 'X360', 'PS3']",2007-03-06,"['动作', '角色扮演']",Bethesda,"['动作', '角色扮演']",https://www.vgtime.com/game/3775.jhtml
上古卷轴5：天际,The Elder Scrolls V: Skyrim,8.9,1348,"['PC', 'X360', 'PS3', 'Switch']",2011-11-11,['角色扮演'],Bethesda,"['角色扮演', '开放世界', 'mod', '神作', 'PS3', '沙盒', '真香', '灼热的亚龙人女仆', 'III', '尾巴翘翘', '抓根宝', '傲娇因', 'fos lo da', '不要按~键', '瑟拉娜大小姐']",https://www.vgtime.com/game/2858.jhtml
极品醉车2：激情之夜,Juiced 2: Hot Import Nights,-1.0,-1,"['PC', 'NDS', 'X360', 'PSP', 'PS2', 'PS3']",2007-09-14,['竞速'],Juice Games,['竞速'],https://www.vgtime.com/game/3685.jhtml
黑道圣徒3,Saints Row: The Third,7.9,199,"['PC', 'X360', 'PS3', 'Switch']",2011-11-15,"['动作', '冒险']",THQ Nordic,"['动作', '冒险']",https://www.vgtime.com/game/2861.jhtml
蜘蛛侠：时间边缘,Spider-Man:Edge of Time,8.1,15,"['NDS', '3DS', 'Wii', 'X360', 'PS3']",2011-10-04,"['动作', '冒险']",Beenox,"['动作', '冒险']",https://www.vgtime.com/game/2040.jhtml
蜘蛛侠 破碎次元,Spider-Man: Shattered Dimensions,8.1,57,"['PC', 'NDS', 'Wii', 'X360', 'PS3']",2010-09-07,"['动作', '平台', '冒险']",Beenox,"['动作', '平台', '冒险']",https://www.vgtime.com/game/3920.jhtml
超凡蜘蛛侠2,The Amazing Spider-Man 2,7.2,44,"['PC', '3DS', 'WiiU', 'X360', 'XBone', 'PS3', 'PS4']",2014-04-29,"['动作', '沙箱', '冒险']",Beenox,"['动作', '沙箱', '冒险']",https://www.vgtime.com/game/340.jhtml
天空斯派罗 超级充能者,Skylanders SuperChargers,-1.0,-1,"['3DS', 'Wii', 'WiiU', 'X360', 'XBone', 'PS3', 'PS4']",2015-09-20,['竞速'],Vicarious Visions,['竞速'],https://www.vgtime.com/game/3451.jhtml
天空斯派罗：诱捕小队,Skylanders: Trap Team,-1.0,-1,"['3DS', 'Wii', 'WiiU', 'X360', 'XBone', 'PS3', 'PS4']",2014-10-05,"['动作', '平台', '冒险']",Beenox,"['动作', '平台', '冒险']",https://www.vgtime.com/game/305.jhtml
超凡蜘蛛侠,The Amazing Spider-Man,7.7,32,"['PC', 'NDS', '3DS', 'Wii', 'WiiU', 'X360', 'PSV', 'PS3']",2012-06-26,"['动作', '冒险']",Beenox,"['动作', '冒险']",https://www.vgtime.com/game/1565.jhtml
辐射 新维加斯,Fallout: New Vegas,8.7,175,"['PC', 'X360', 'PS3']",2010-10-19,"['动作', '角色扮演', '射击']",Obsidian,"['动作', '角色扮演', '射击']",https://www.vgtime.com/game/3945.jhtml
辐射4,fallout 4,8.5,2826,"['PC', 'XBone', 'PS4']",2015-11-10,['角色扮演'],Bethesda,"['角色扮演', '第一人称', '第一人称视角', '捡垃圾']",https://www.vgtime.com/game/2170.jhtml
上古卷轴IV 湮灭,The Elder Scrolls IV: Oblivion,8.5,80,"['PC', 'X360', 'PS3']",2006-03-20,"['动作', '角色扮演']",Bethesda,"['动作', '角色扮演']",https://www.vgtime.com/game/4214.jhtml
毁灭战士,DOOM,8.4,632,"['PC', 'XBone', 'PS4', 'Switch']",2016-05-13,"['主视角', '射击']",id Software,"['主视角', '射击', '射爆']",https://www.vgtime.com/game/90.jhtml
恶灵附身,The Evil Within,8.4,748,"['PC', 'X360', 'XBone', 'PS3', 'PS4']",2014-10-14,"['动作', '恐怖', '冒险']",Tango Gameworks,"['动作', '恐怖', '冒险']",https://www.vgtime.com/game/347.jhtml
耻辱,Dishonored,8.4,378,"['X360', 'PS3']",2012-10-09,['动作'],Arkane Studios,['动作'],https://www.vgtime.com/game/3160.jhtml
战锤40K：星际战士,Warhammer 40,-1.0,-1,"['X360', 'PS3']",2011-09-06,['动作'],Relic Entertainment,['动作'],https://www.vgtime.com/game/2813.jhtml
暗黑血统 战神版,Darksiders Warmastered Edition,7.6,314,"['PC', 'XBone', 'PS4']",2016-11-30,"['动作', '角色扮演']",Vigil Games,"['动作', '角色扮演']",https://www.vgtime.com/game/3784.jhtml
战锤40K：杀戮小队,Warhammer 40,-1.0,-1,"['X360', 'PS3']",2011-08-02,['射击'],THQ Nordic,['射击'],https://www.vgtime.com/game/2907.jhtml
毁灭战士3,DOOM 3,7.3,16,"['PC', 'Xbox']",2004-08-03,"['主视角', '射击']",id Software,"['主视角', '射击']",https://www.vgtime.com/game/4056.jhtml
雷神战争,Enemy Territory: Quake Wars,-1.0,-1,"['PC', 'X360', 'PS3']",2008-05-22,"['主视角', '射击']",Splash Damage,"['主视角', '射击']",https://www.vgtime.com/game/882.jhtml
毁灭战士 VFR,DOOM: VFR,-1.0,-1,"['PC', 'PS4']",2017-12-01,"['主视角', '射击']",id Software,"['主视角', '射击']",https://www.vgtime.com/game/10380.jhtml
科林麦克雷拉力赛：尘埃2,Colin McRae: Dirt 2,8.6,104,"['PC', 'NDS', 'Wii', 'X360', 'PSP', 'PS3']",2009-09-08,['竞速'],Codemasters,['竞速'],https://www.vgtime.com/game/2511.jhtml
Xbox健身,Xbox Fitness,-1.0,-1,['XBone'],2013-11-22,"['健身', '体感']",Sumo Digital,"['健身', '体感']",https://www.vgtime.com/game/461.jhtml
小小大星球3,LittleBigPlanet 3,7.5,498,"['PS3', 'PS4']",2014-11-18,"['益智', '平台']",Sumo Digital,"['益智', '平台']",https://www.vgtime.com/game/645.jhtml
蛇道,Snake Pass,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2017-03-28,"['解谜', '益智']",Sumo Digital,"['解谜', '益智']",https://www.vgtime.com/game/10467.jhtml
索尼克全明星赛车：变形,Sonic & All-Stars Racing Transformed,7.4,68,"['PC', '3DS', 'WiiU', 'X360', 'PSV', 'PS3']",2012-11-18,['竞速'],Sumo Digital,['竞速'],https://www.vgtime.com/game/313.jhtml
世嘉超级明星网球,Sega Superstars Tennis,-1.0,-1,"['NDS', 'Wii', 'X360', 'PS2', 'PS3']",2008-03-18,['体育'],Sumo Digital,['体育'],https://www.vgtime.com/game/711.jhtml
OutRun经典在线,OutRun Online Arcade,-1.0,-1,"['PSV', 'PS3', 'PS4']",2009-04-15,['竞速'],Sumo Digital,['竞速'],https://www.vgtime.com/game/646.jhtml
超级肉肉哥,Super Meat Boy,8.0,225,"['PC', 'WiiU', 'X360', 'PSV', 'PS4', 'Switch']",2010-10-20,"['动作', '平台', '独立']",Team Meat,"['动作', '平台', '独立']",https://www.vgtime.com/game/2880.jhtml
返校,Detention,8.1,427,"['PC', 'PS4', 'Switch']",2017-01-13,"['解谜', '恐怖', '独立']",Red Candle Games,"['解谜', '恐怖', '独立', '民俗学', '2D卷轴']",https://www.vgtime.com/game/4016.jhtml
小小白日梦,One Tap Hero,7.1,19,['PS4'],2015-03-20,"['动作', '独立']",椰岛游戏,"['动作', '独立']",https://www.vgtime.com/game/650.jhtml
决战喵星,Naughty Kitties,-1.0,-1,"['XBone', 'PS4']",2014-09-25,['塔防'],椰岛游戏,['塔防'],https://www.vgtime.com/game/221.jhtml
汐,Shio,7.5,53,"['PC', 'PS4']",2017-05-05,"['平台', '独立']",椰岛游戏,"['平台', '独立']",https://www.vgtime.com/game/10173.jhtml
斯巴达 全能勇士,Spartan: Total Warrior,-1.0,-1,"['Xbox', 'PS2']",2005-10-07,['动作'],Creative Assembly,['动作'],https://www.vgtime.com/game/4172.jhtml
全面战争 罗马2,Total War: ROME II,-1.0,-1,['PC'],2013-09-02,"['策略', '模拟', '俯视角']",Creative Assembly,"['策略', '模拟', '俯视角']",https://www.vgtime.com/game/10826.jhtml
全面战争：战锤,Total War: WARHAMMER,8.3,19,['PC'],2016-05-24,"['动作', '策略']",Creative Assembly,"['动作', '策略']",https://www.vgtime.com/game/10232.jhtml
异形：隔离,Alien: Isolation,7.8,91,"['PC', 'X360', 'XBone', 'PS3', 'PS4']",2014-10-07,"['恐怖', '主视角', '射击']",Creative Assembly,"['恐怖', '主视角', '射击']",https://www.vgtime.com/game/8.jhtml
全面战争：战锤2,Total War: Warhammer 2,8.5,26,['PC'],2017-09-28,"['动作', '策略']",Creative Assembly,"['动作', '策略']",https://www.vgtime.com/game/10140.jhtml
光环战争2,Halo Wars 2,8.2,81,"['PC', 'XBone']",2017-02-21,['即时战略'],Creative Assembly,"['即时战略', 'good']",https://www.vgtime.com/game/4213.jhtml
虹吸战士 罗根之影,Syphon Filter: Logan's Shadow,-1.0,-1,"['PSP', 'PS2']",2007-10-02,"['第三人称', '射击']",Bend Studio,"['第三人称', '射击']",https://www.vgtime.com/game/3700.jhtml
虹吸战士 黑镜,Syphon Filter: Dark Mirror,-1.0,-1,"['PSP', 'PS2']",2006-03-14,"['动作', '第三人称', '射击']",Bend Studio,"['动作', '第三人称', '射击']",https://www.vgtime.com/game/3687.jhtml
神秘海域：黄金深渊,Uncharted: Golden Abyss,8.0,626,['PSV'],2011-12-17,"['动作', '冒险']",Bend Studio,"['动作', '冒险']",https://www.vgtime.com/game/1620.jhtml
旋光之轮舞2,旋光の輪舞2,-1.0,-1,"['PC', 'PS4']",2017-09-07,"['动作', '格斗', '弹幕', '射击']",Chara-Ani,"['动作', '格斗', '弹幕', '射击']",https://www.vgtime.com/game/10211.jhtml
特技摩托HD,Trials HD,-1.0,-1,['X360'],2009-08-12,"['动作', '竞速']",RedLynx,"['动作', '竞速']",https://www.vgtime.com/game/1362.jhtml
特技摩托：聚变,Trials Fusion,7.4,125,"['PC', 'X360', 'XBone', 'PS4']",2014-04-16,"['竞速', '平台']",RedLynx,"['竞速', '平台']",https://www.vgtime.com/game/375.jhtml
孤岛惊魂 本能,Far Cry Instincts,-1.0,-1,['X360'],2005-09-27,"['主视角', '射击']",Ubisoft,"['主视角', '射击', 'rff']",https://www.vgtime.com/game/4155.jhtml
横冲直撞 旧金山,Driver: San Francisco,-1.0,-1,"['X360', 'PS3']",2011-09-06,['竞速'],Ubisoft,['竞速'],https://www.vgtime.com/game/2811.jhtml
狂野飙车 3D,Asphalt 3D,-1.0,-1,['3DS'],2011-03-10,['竞速'],Gameloft,['竞速'],https://www.vgtime.com/game/1884.jhtml
特技摩托：血龙,Trials of the Blood Dragon,-1.0,-1,"['PC', 'XBone', 'PS4']",2016-06-14,['竞速'],RedLynx,['竞速'],https://www.vgtime.com/game/4306.jhtml
雷曼 疯兔危机2,Rayman Raving Rabbids 2,-1.0,-1,"['PC', 'NDS', 'Wii']",2007-11-13,['派对'],Ubisoft,['派对'],https://www.vgtime.com/game/3754.jhtml
型可塑2013,Your Shape: Fitness Evolved 2013,-1.0,-1,['WiiU'],2012-11-18,"['体育', '健身']",Ubisoft,"['体育', '健身']",https://www.vgtime.com/game/823.jhtml
闪回,Flashback,-1.0,-1,['X360'],2013-08-21,"['动作', '平台', '射击']",Ubisoft,"['动作', '平台', '射击']",https://www.vgtime.com/game/2683.jhtml
勇敢的心 世界大战,Valiant Hearts: The Great War,8.8,743,"['PC', 'X360', 'XBone', 'PS3', 'PS4', 'Switch']",2014-06-25,"['益智', '冒险']",Ubisoft,"['益智', '冒险']",https://www.vgtime.com/game/386.jhtml
彩虹六号：围攻,Rainbow Six: Siege,8.8,1223,"['PC', 'XBone', 'PS4']",2015-12-01,"['主视角', '射击']",Ubisoft,"['主视角', '射击', '多人游戏', '战术射击', '拆迁']",https://www.vgtime.com/game/367.jhtml
真·女神转生 深邃奇幻之旅,真・女神転生 ディープストレンジジャーニー,-1.0,-1,['3DS'],2017-10-26,['角色扮演'],Atlus,['角色扮演'],https://www.vgtime.com/game/10130.jhtml
世界树和不可思议的迷宫2,世界樹と不思議のダンジョン2,-1.0,-1,['3DS'],2017-08-31,['角色扮演'],Spike Chunsoft,['角色扮演'],https://www.vgtime.com/game/10128.jhtml
女神异闻录5,Persona 5,9.5,6830,"['PS3', 'PS4']",2016-09-15,['角色扮演'],Atlus,"['角色扮演', 'JRPG', 'galgame', '我可能上了假高中', '真女主', '装逼之路', '带着触摸板去考试', '你们已经很累了快去睡觉吧', '好玩', '新岛真', '修罗场', '天下第一', '九艘跳', '人活着就是为了新岛真', '今天就算了吧。', '你累了，该摸了', '今天就算了吧，摸了', '九船提督', '肥宅专属', '哈', '我不要睡觉！', '得到内裤', '人活着就是为了鸭志田', '过劳死团长雨宫莲', '我选择高卷杏', '我爱医生！！', '莲莲大死鸡！', '偏铝酸钠！', '日本高中生真闲', '涩谷一条街问问谁是爹', '要塔罗牌', '该睡了']",https://www.vgtime.com/game/652.jhtml
女神异闻录4：黄金版,Persona 4: Golden,9.3,1583,"['PSV', 'PS2']",2012-06-14,['角色扮演'],Atlus,"['角色扮演', 'JRPG', '女神', '玩了停不下来']",https://www.vgtime.com/game/1345.jhtml
超执刀 新血,カドゥケウス ニューブラッド,-1.0,-1,['Wii'],2008-01-17,['动作'],Atlus,['动作'],https://www.vgtime.com/game/354.jhtml
女神异闻录4,Starry Sky: Autumn,9.0,272,['PS2'],2008-07-10,['角色扮演'],Atlus,['角色扮演'],https://www.vgtime.com/game/1513.jhtml
梦幻骑士, グローランサー,-1.0,-1,['PSP'],2009-05-14,['角色扮演'],Atlus,['角色扮演'],https://www.vgtime.com/game/2427.jhtml
新·世界树迷宫2 巨龙骑士,新・世界樹の迷宮2 ファフニールの騎士,-1.0,-1,['3DS'],2013-11-27,['角色扮演'],Atlus,['角色扮演'],https://www.vgtime.com/game/2330.jhtml
魔界战记4,魔界戦記ディスガイア4,-1.0,-1,['PS3'],2011-02-24,"['策略', '角色扮演']",日本一,"['策略', '角色扮演']",https://www.vgtime.com/game/2665.jhtml
幻域战记,ファントム・キングダム,-1.0,-1,"['PSP', 'PS2']",2005-03-17,"['策略', '角色扮演']",日本一,"['策略', '角色扮演']",https://www.vgtime.com/game/4040.jhtml
风雨来记3,Fuuraiki 3,-1.0,-1,['PSV'],2015-02-19,"['文字', '冒险']",Fog,"['文字', '冒险']",https://www.vgtime.com/game/1064.jhtml
超级弹丸论破2：再见绝望学园,スーパーダンガンロンパ2 さよなら絶望学園,8.9,448,"['PC', 'PSP', 'PSV']",2012-07-26,['冒险'],Spike Chunsoft,['冒险'],https://www.vgtime.com/game/944.jhtml
弹丸论破：希望的学园和绝望高中生,ダンガンロンパ 希望の学園と絶望の高校生,8.9,579,"['PC', 'PSP', 'PSV']",2010-11-25,"['解谜', '冒险']",Spike Chunsoft,"['解谜', '冒险']",https://www.vgtime.com/game/945.jhtml
卢弗兰的地下迷宫与魔女旅团,ルフランの地下迷宮と魔女ノ旅団,8.7,89,"['PC', 'PSV', 'PS4', 'Switch']",2016-06-23,"['角色扮演', '回合制']",日本一,"['角色扮演', '回合制']",https://www.vgtime.com/game/3096.jhtml
大江户锻造师,大江戸 BlackSmith,-1.0,-1,['PSV'],2014-11-27,['模拟'],日本一,['模拟'],https://www.vgtime.com/game/1672.jhtml
经典迷宫：战国,クラシックダンジョン：戦国,-1.0,-1,['PSV'],2016-05-26,"['动作', '角色扮演']",日本一,"['动作', '角色扮演']",https://www.vgtime.com/game/3609.jhtml
剑之街的异邦人 黑之王宫,剣の街の異邦人 ～黒の宮殿～,-1.0,-1,['PSV'],2015-01-22,['角色扮演'],Experience,['角色扮演'],https://www.vgtime.com/game/1523.jhtml
东京新世录 作战深渊,東京新世録 オペレーションアビス,-1.0,-1,['PSV'],2014-07-24,['角色扮演'],Experience,['角色扮演'],https://www.vgtime.com/game/2105.jhtml
死印,死 印,-1.0,-1,"['PSV', 'PS4', 'Switch']",2017-06-01,"['恐怖', '冒险']",Experience,"['恐怖', '冒险']",https://www.vgtime.com/game/10104.jhtml
剑之街的异邦人 白之王宫,剣の街の異邦人 白の王宮,-1.0,-1,['X360'],2014-06-05,['角色扮演'],Experience,['角色扮演'],https://www.vgtime.com/game/2320.jhtml
寄神骑士,Ray Gigant,-1.0,-1,"['PC', 'PSV']",2015-07-30,['角色扮演'],Experience,['角色扮演'],https://www.vgtime.com/game/2177.jhtml
恶魔凝视2,Demon Gaze 2,-1.0,-1,"['PSV', 'PS4']",2016-09-29,['角色扮演'],Experience,['角色扮演'],https://www.vgtime.com/game/961.jhtml
火焰纹章 Echoes 另一位英雄王,ファイアエンブレム エコーズ もうひとりの英雄王,8.9,722,['3DS'],2017-04-20,"['策略', '角色扮演']",Intelligent Systems,"['策略', '角色扮演']",https://www.vgtime.com/game/10090.jhtml
游戏与瓦里奥,Game & Wario,-1.0,-1,['WiiU'],2013-03-28,['派对'],Intelligent Systems,['派对'],https://www.vgtime.com/game/727.jhtml
超级纸片马里奥,Super Paper Mario,8.5,80,['Wii'],2007-04-09,"['动作', '平台']",Intelligent Systems,"['动作', '平台']",https://www.vgtime.com/game/3329.jhtml
超级大战争 毁灭之日,Advance Wars: Days of Ruin,8.5,16,['NDS'],2008-01-21,['策略'],Intelligent Systems,['策略'],https://www.vgtime.com/game/380.jhtml
火焰纹章 晓之女神,ファイアーエムブレム 暁の女神,8.4,49,['Wii'],2007-02-22,"['策略', '角色扮演']",Intelligent Systems,"['策略', '角色扮演']",https://www.vgtime.com/game/3239.jhtml
火焰纹章 觉醒,Fire Emblem Awakening,8.7,449,['3DS'],2012-04-19,"['策略', '模拟']",Intelligent Systems,"['策略', '模拟']",https://www.vgtime.com/game/1840.jhtml
火焰纹章if：白夜王国/暗夜王国,ファイアーエムブレムif 白夜王国/暗夜王国,8.5,827,['3DS'],2015-06-25,['策略'],Intelligent Systems,['策略'],https://www.vgtime.com/game/1839.jhtml
幻影异闻录#FE,illusory revelations#fe,8.4,121,['WiiU'],2015-12-26,['角色扮演'],Atlus,"['角色扮演', 'RPG']",https://www.vgtime.com/game/783.jhtml
灵魂交织,Entwined,6.4,135,"['PSV', 'PS3', 'PS4']",2014-07-24,['冒险'],PixelOpus,['冒险'],https://www.vgtime.com/game/1011.jhtml
攻城指挥官,Siegecraft Commander,-1.0,-1,['XBone'],2014-09-01,['策略'],Blowfish Studios,['策略'],https://www.vgtime.com/game/300.jhtml
绝命神枪,Gunscape,-1.0,-1,"['PC', 'XBone']",2015-02-26,"['沙箱', '主视角', '射击']",Blowfish Studios,"['沙箱', '主视角', '射击']",https://www.vgtime.com/game/138.jhtml
神力科莎,Assetto Corsa,8.0,30,"['PC', 'XBone', 'PS4']",2014-12-19,['竞速'],Kunos Simulazioni,['竞速'],https://www.vgtime.com/game/3537.jhtml
西部武士 活剧侍道,サムライウエスタン 活劇侍道,-1.0,-1,['PS2'],2005-01-01,['动作'],Acquire,['动作'],https://www.vgtime.com/game/4001.jhtml
大地之国 罪与罚,Kingdoms of Amalur: Reckoning,-1.0,-1,"['X360', 'PS3']",2012-02-07,['角色扮演'],38 Studios,['角色扮演'],https://www.vgtime.com/game/3054.jhtml
极限脱出 9小时9个人9之门,極限脱出 9時間9人9の扉,8.9,323,['NDS'],2009-12-10,"['解谜', '文字']",Spike Chunsoft,"['解谜', '文字']",https://www.vgtime.com/game/4335.jhtml
恐怖惊魂夜 轮回彩声,かまいたちの夜 輪廻彩声,-1.0,-1,['PSV'],2017-02-16,"['文字', '恐怖', '冒险']",5pb.,"['文字', '恐怖', '冒险']",https://www.vgtime.com/game/4465.jhtml
428 被封锁的涩谷,428 ～封鎖された渋谷で～,8.9,288,"['PC', 'Wii', 'PSP', 'PS3', 'PS4']",2008-12-04,"['文字', '冒险']",Chunsoft,"['文字', '冒险']",https://www.vgtime.com/game/2509.jhtml
星球大战：旧共和国,Star Wars: The Old Republic,-1.0,-1,['PC'],2011-12-20,['MMO'],BioWare,['MMO'],https://www.vgtime.com/game/2224.jhtml
质量效应2,Mass Effect 2,8.7,239,"['PC', 'X360', 'PS3']",2010-01-26,"['角色扮演', '第三人称', '射击']",BioWare,"['角色扮演', '第三人称', '射击']",https://www.vgtime.com/game/3792.jhtml
索尼克编年史 暗黑兄弟会,Sonic Chronicles: The Dark Brotherhood,-1.0,-1,['NDS'],2008-09-30,['角色扮演'],BioWare,['角色扮演'],https://www.vgtime.com/game/3269.jhtml
质量效应3,Mass Effect 3,8.6,321,"['PC', 'WiiU', 'X360', 'PS3']",2012-03-06,"['动作', '角色扮演', '射击']",BioWare,"['动作', '角色扮演', '射击']",https://www.vgtime.com/game/2158.jhtml
质量效应,Mass Effect,8.3,216,"['PC', 'X360', 'XBone', 'PS3', 'PS4']",2007-11-20,"['角色扮演', '第三人称', '射击']",BioWare,"['角色扮演', '第三人称', '射击']",https://www.vgtime.com/game/3759.jhtml
龙腾世纪2,Dragon Age II,7.5,83,"['X360', 'PS3']",2011-03-08,"['动作', '角色扮演']",BioWare,"['动作', '角色扮演']",https://www.vgtime.com/game/2678.jhtml
龙腾世纪 起源,Dragon Age: Origins,8.1,225,"['PC', 'X360', 'PS3']",2009-11-03,['角色扮演'],BioWare,['角色扮演'],https://www.vgtime.com/game/2584.jhtml
龙腾世纪：审判,Dragon Age: Inquisition,7.9,372,"['PC', 'X360', 'XBone', 'PS3', 'PS4']",2014-11-18,['角色扮演'],BioWare,['角色扮演'],https://www.vgtime.com/game/91.jhtml
地铁最后的曙光：回归,Metro: Last Light Redux,8.3,209,"['PC', 'X360', 'XBone', 'PS3', 'PS4']",2014-08-26,"['主视角', '射击']",4A Games,"['主视角', '射击']",https://www.vgtime.com/game/204.jhtml
地铁：回归,Metro Redux,8.1,194,"['PC', 'XBone', 'PS4']",2014-08-26,"['主视角', '射击']",4A Games,"['主视角', '射击']",https://www.vgtime.com/game/202.jhtml
地铁2033：回归,Metro:2033 Redux,8.3,195,"['PC', 'X360', 'XBone', 'PS4']",2014-08-26,"['主视角', '射击']",4A Games,"['主视角', '射击']",https://www.vgtime.com/game/203.jhtml
火影忍者SD：全力疾风传,Naruto:Powerful Shippuden,-1.0,-1,['3DS'],2012-11-29,['动作'],Takara Tomy,['动作'],https://www.vgtime.com/game/1987.jhtml
火影忍者 NARUTO 疾风传 激斗忍者大战！EX2,NARUTO -ナルト- 疾風伝 激闘忍者大戦!EX2,-1.0,-1,['Wii'],2007-11-29,['格斗'],Eighting,['格斗'],https://www.vgtime.com/game/3765.jhtml
火影忍者疾风传 忍术全开 查克拉爆发,NARUTO -ナルト- 疾風伝 忍術全開!チャクラッシュ!!,-1.0,-1,['NDS'],2010-04-22,['格斗'],Takara Tomy,['格斗'],https://www.vgtime.com/game/3846.jhtml
火影忍者疾风传3D：新幕开启,Naruto Shippuden 3D: The New Era,-1.0,-1,['3DS'],2011-03-31,['动作'],Takara Tomy,['动作'],https://www.vgtime.com/game/1986.jhtml
火影忍者 疾风传 忍列传Ⅲ,NARUTO-ナルト-疾風伝 忍列伝III ,-1.0,-1,['NDS'],2009-04-29,['动作'],Takara Tomy,['动作'],https://www.vgtime.com/game/2423.jhtml
 火影忍者 NARUTO 疾风传 最强忍者大集结 决战！“晓”,NARUTO -ナルト- 疾風伝 最強忍者大結集5 決戦!“暁”,-1.0,-1,['NDS'],2007-07-19,['动作'],Takara Tomy,['动作'],https://www.vgtime.com/game/3642.jhtml
火影忍者 疾风传 龙刃记,NARUTO ナルト 疾風伝 龍刃記,-1.0,-1,['Wii'],2009-11-26,['动作'],Eighting,['动作'],https://www.vgtime.com/game/2609.jhtml
干物妹！小埋 干物妹育成计划,干物妹！うまるちゃん 干物妹育成計画,-1.0,-1,['PSV'],2015-12-03,"['模拟', '育成']",FuRyu,"['模拟', '育成']",https://www.vgtime.com/game/2256.jhtml
滨虎：浓烟世界,Hamatora: Look At Smoking World,-1.0,-1,['3DS'],2014-07-17,"['文字', '冒险']",FuRyu,"['文字', '冒险']",https://www.vgtime.com/game/2085.jhtml
卡里古拉,Caligula,8.0,19,['PSV'],2016-06-23,['角色扮演'],Aquria,['角色扮演'],https://www.vgtime.com/game/3552.jhtml
出包王女Darkness 真正的公主,To Love-Ru Darkness: True Princess,-1.0,-1,['PSV'],2015-11-15,"['文字', '冒险']",FuRyu,"['文字', '冒险']",https://www.vgtime.com/game/1597.jhtml
自由刀锋,Unchained Blades,-1.0,-1,['3DS'],2011-07-14,['角色扮演'],FuRyu,['角色扮演'],https://www.vgtime.com/game/1728.jhtml
出包王女Darkness 狂喜热斗,ToLOVEる ダークネス バトルエクスタシー,-1.0,-1,['PSV'],2014-05-22,['动作'],FuRyu,['动作'],https://www.vgtime.com/game/1596.jhtml
同盟生存,アライアンス・アライブ,-1.0,-1,['3DS'],2017-06-22,['角色扮演'],FuRyu,['角色扮演'],https://www.vgtime.com/game/10109.jhtml
骷髅女孩,Skullgirls,-1.0,-1,"['PC', 'X360', 'PS3']",2012-04-10,['格斗'],Lab Zero Games,['格斗'],https://www.vgtime.com/game/3195.jhtml
骷髅女孩：二度返场,Skullgirls: 2nd Encore,-1.0,-1,"['PSV', 'PS3', 'PS4', 'Switch']",2015-07-07,['格斗'],Lab Zero Games,['格斗'],https://www.vgtime.com/game/2258.jhtml
