name,nickname,score,count,platform,date,dna,company,tag,url
勇者战机少女 世界啊，宇宙啊，刮目相看吧！！终极ＲＰＧ宣言！！,勇者ネプテューヌ 世界よ宇宙よ刮目せよ！！ アルティメットRPG宣言！！,-1.0,-1,"['PS4', 'Switch']",2018-12-20,"['动作', '角色扮演', '3D']",Artisan Studios,"['动作', '角色扮演', '3D']",https://www.vgtime.com/game/10714.jhtml
热血世界 经典合集,くにおくん ザ・ワールド クラシックスコレクション,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2018-12-20,"['动作', '平台', '冒险']",Arc System Works,"['动作', '平台', '冒险', '童年']",https://www.vgtime.com/game/10715.jhtml
勇者斗恶龙 建造者2,ドラゴンクエスト ビルダーズ2,-1.0,-1,"['PS4', 'Switch']",2018-12-20,"['模拟', '沙箱']",Koei Tecmo,"['模拟', '沙箱']",https://www.vgtime.com/game/10460.jhtml
方根书简 Last Answer,√Letter ルートレター Last Answer,-1.0,-1,"['PSV', 'PS4', 'Switch']",2018-12-20,['文字'],Kadokawa Games,['文字'],https://www.vgtime.com/game/10975.jhtml
薄暮传说 重制版,テイルズ オブ ヴェスペリア REMASTER,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019-01-11,"['动作', '角色扮演', '第三人称', '剧情']",Bandai Namco,"['动作', '角色扮演', '第三人称', '剧情', 'RPG', '经典']",https://www.vgtime.com/game/10770.jhtml
马里奥与路易吉RPG3 DX,マリオ＆ルイージRPG3 DX,-1.0,-1,['3DS'],2018-12-27,['角色扮演'],Nintendo,['角色扮演'],https://www.vgtime.com/game/10627.jhtml
新超级马力欧兄弟U 豪华版,New Super Mario Bros. U Deluxe,-1.0,-1,['Switch'],2019-01-11,"['动作', '益智', '派对', '多人']",Nintendo,"['动作', '益智', '派对', '多人']",https://www.vgtime.com/game/10904.jhtml
皇牌空战7：未知天空,Ace Combat 7: Skies Unknown,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-01-17,"['模拟', '射击']",Project Aces,"['模拟', '射击']",https://www.vgtime.com/game/3494.jhtml
英雄不再：Travis Strikes Again,Travis Strikes Again: No More Heroes,-1.0,-1,['Switch'],2019-01-18,"['动作', '角色扮演', '冒险', '第三人称']",Grasshopper Manufacture,"['动作', '角色扮演', '冒险', '第三人称']",https://www.vgtime.com/game/10521.jhtml
生化危机2 重制版,Resident Evil 2 Remake,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-01-25,"['动作', '生存', '恐怖', '射击', '剧情']",CAPCOM,"['动作', '生存', '恐怖', '射击', '剧情', '经典']",https://www.vgtime.com/game/2693.jhtml
Gunsport,,-1.0,-1,"['PC', 'XBone', 'PS4']",2018,['动作'],Necrosoft Games,['动作'],https://www.vgtime.com/game/139.jhtml
DayZ,DayZ,-1.0,-1,"['PC', 'XBone', 'PS4']",2018,"['MMO', '生存', '射击']",Bohemia Interactive,"['MMO', '生存', '射击']",https://www.vgtime.com/game/562.jhtml
凤凰计划,Project Phoenix,-1.0,-1,"['PC', 'PS4']",2018,"['角色扮演', '即时战略']",Creative Intelligence Arts,"['角色扮演', '即时战略']",https://www.vgtime.com/game/1374.jhtml
双重机甲,Dual Gear,-1.0,-1,"['PC', 'XBone', 'PS4']",2018,"['动作', '策略']",Orbital Speed Studio,"['动作', '策略']",https://www.vgtime.com/game/3545.jhtml
心之所向Alicia,Heart Forth Alicia,-1.0,-1,"['PSV', 'PS4']",2018,['平台'],Alonso Martin,['平台'],https://www.vgtime.com/game/1111.jhtml
美少女梦工厂VR,Princess Maker VR,-1.0,-1,['PC'],2018,"['模拟', '育成']",MGame,"['模拟', '育成']",https://www.vgtime.com/game/4436.jhtml
猎杀众神,Praey for the Gods,-1.0,-1,"['PC', 'XBone', 'PS4']",2018,"['动作', '生存', '冒险']",No Matter,"['动作', '生存', '冒险']",https://www.vgtime.com/game/4342.jhtml
妖精的尾巴 魔导少年,,-1.0,-1,"['Android', 'iOS']",2018,"['策略', '角色扮演']",Tencent,"['策略', '角色扮演']",https://www.vgtime.com/game/10171.jhtml
黑巫术,Black Witchcraft,-1.0,-1,"['PC', 'XBone', 'PS4']",2018,"['动作', '平台']",Quattro Gear,"['动作', '平台']",https://www.vgtime.com/game/10297.jhtml
终点咖啡馆,Necrobarista,-1.0,-1,"['PC', 'Switch']",2018,['策略'],Route 59,['策略'],https://www.vgtime.com/game/10446.jhtml
Griftlands,,-1.0,-1,['PC'],2018,['角色扮演'],Klei Entertainment,['角色扮演'],https://www.vgtime.com/game/10397.jhtml
闪乱神乐 7EVEN 少女们的幸福,閃乱カグラ 7EVEN -少女達の幸福-,-1.0,-1,['PS4'],2018,"['动作', '角色扮演']",Marvelous,"['动作', '角色扮演']",https://www.vgtime.com/game/10455.jhtml
肯塔基0号公路 TV版,Kentucky Route Zero TV Edition,-1.0,-1,"['XBone', 'PS4', 'Switch']",2018,"['模拟', '解谜', '科幻', '冒险', '独立']",Cardboard Computer,"['模拟', '解谜', '科幻', '冒险', '独立']",https://www.vgtime.com/game/10503.jhtml
Sky光·遇,Sky: Light Awaits,-1.0,-1,['iOS'],2018,"['解谜', '冒险', '第三人称', '独立']",thatgamecompany,"['解谜', '冒险', '第三人称', '独立']",https://www.vgtime.com/game/10533.jhtml
紫塞秋风,The Wind Road,-1.0,-1,['PC'],2018,"['动作', '冒险', '第三人称']",BlackCGGame,"['动作', '冒险', '第三人称']",https://www.vgtime.com/game/10555.jhtml
代号：硬核,Code:HARDCORE,-1.0,-1,"['PC', 'PS4']",2018,"['动作', '平台', '科幻', '射击', '独立']",火箭拳科技,"['动作', '平台', '科幻', '射击', '独立']",https://www.vgtime.com/game/10589.jhtml
百鬼世界,World of Demons,-1.0,-1,"['Android', 'iOS']",2018,"['动作', '角色扮演', '冒险']",PlatinumGames,"['动作', '角色扮演', '冒险']",https://www.vgtime.com/game/10706.jhtml
孩子,KIDS,-1.0,-1,['PC'],2018,"['动作', '冒险', '独立']",Michael Frei,"['动作', '冒险', '独立']",https://www.vgtime.com/game/10682.jhtml
圣女战旗,Bannière de la Pucelle,-1.0,-1,"['PC', 'PS4', 'Switch']",2018,"['策略', '角色扮演', '独立', '回合制']",圣女战旗制作组,"['策略', '角色扮演', '独立', '回合制', '策略战棋', '舔爆']",https://www.vgtime.com/game/10617.jhtml
Star Child,,-1.0,-1,['PS4'],2018,"['动作', '平台', 'VR']",Playful,"['动作', '平台', 'VR']",https://www.vgtime.com/game/10746.jhtml
使命召唤手游,Call of Duty M,-1.0,-1,"['Android', 'iOS']",2018,['射击'],天美工作室,['射击'],https://www.vgtime.com/game/11047.jhtml
世界末日症候群,World End Syndrome,-1.0,-1,"['PSV', 'PS4', 'Switch']",2018,"['文字', '冒险', '主视角']",Toybox Games,"['文字', '冒险', '主视角']",https://www.vgtime.com/game/10822.jhtml
骷髅骑士 重制版,MediEvil Remastered,-1.0,-1,['PS4'],2018,"['动作', '恐怖', '第三人称']",Sony Interactive Entertainment,"['动作', '恐怖', '第三人称']",https://www.vgtime.com/game/10757.jhtml
Children of Morta,,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2018,"['动作', '角色扮演', '冒险', '独立']",Dead Mage,"['动作', '角色扮演', '冒险', '独立']",https://www.vgtime.com/game/10869.jhtml
怪物男孩与被诅咒的王国,Monster Boy And The Cursed Kingdom,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2018-12-04,"['动作', '平台', '冒险']",Game Atelier,"['动作', '平台', '冒险', '银河恶魔城']",https://www.vgtime.com/game/3518.jhtml
Baba is you,,-1.0,-1,"['PC', 'Switch']",2018,"['解谜', '俯视角', '独立']",Hempuli Oy,"['解谜', '俯视角', '独立']",https://www.vgtime.com/game/10870.jhtml
Farside,,-1.0,-1,"['PC', 'PS4']",2018,"['沙箱', '射击', '竞技']",Dark Horse Game Studio,"['沙箱', '射击', '竞技']",https://www.vgtime.com/game/10849.jhtml
Treasure Stack,,-1.0,-1,"['PC', 'XBone', 'Switch']",2018-12,"['动作', '解谜', '多人']",PIXELAKES,"['动作', '解谜', '多人']",https://www.vgtime.com/game/10888.jhtml
监视者2,Beholder2,-1.0,-1,['PC'],2018-12-04,"['策略', '模拟', '解谜']",Warm Lamp Games,"['策略', '模拟', '解谜']",https://www.vgtime.com/game/10946.jhtml
突变元年：伊甸之路,Mutant Year Zero: Road to Eden,-1.0,-1,"['PC', 'XBone', 'PS4']",2018-12-05,"['策略', '角色扮演', '冒险', '潜入']",The Bearded Ladies,"['策略', '角色扮演', '冒险', '潜入']",https://www.vgtime.com/game/11006.jhtml
最后的神迹 重制版,THE LAST REMNANT Remastered,-1.0,-1,['PS4'],2018-12-06,['角色扮演'],Square Enix,['角色扮演'],https://www.vgtime.com/game/10968.jhtml
块魂 安可,塊魂アンコール,-1.0,-1,"['PC', 'Switch']",2018-12-07,"['动作', '冒险', '第三人称']",Bandai Namco,"['动作', '冒险', '第三人称']",https://www.vgtime.com/game/10911.jhtml
逃出房间 神秘单词,Escape Room: Mystery Word,-1.0,-1,['Android'],2018-12-08,['解谜'],Worzzle Team,['解谜'],https://www.vgtime.com/game/11022.jhtml
噬神者3,God Eater 3,-1.0,-1,"['PC', 'PS4']",2018-12-13,"['动作', '角色扮演', '多人']",Bandai Namco,"['动作', '角色扮演', '多人', '共斗']",https://www.vgtime.com/game/10546.jhtml
正当防卫4,Just Cause 4,6.6,16,"['PC', 'XBone', 'PS4']",2018-12-04,"['动作', '冒险', '第三人称', '射击', '开放世界']",Avalanche Studios,"['动作', '冒险', '第三人称', '射击', '开放世界', '爆炸就是正义', '蓄意谋杀4']",https://www.vgtime.com/game/10749.jhtml
任天堂明星大乱斗 特别版,大乱闘スマッシュブラザーズ SPECIAL,9.5,697,['Switch'],2018-12-07,"['动作', '格斗', '生存']",Bandai Namco,"['动作', '格斗', '生存', '666', '真香', '粉丝向', '千万IP', '三大格斗游戏之一', '星之卡比外传', '超良心巨作', '格斗游戏巅峰之作', '巨大内容', '干翻耀西', '“硬盒”', '越萌越能打', '游戏就是要好玩', '来了老弟？别想出去了', '鹿丝抗提牛', '再来亿局', '独特完美体验', '超高完成度', '上瘾', '秒杀街霸铁拳拳皇', '皮丘好萌']",https://www.vgtime.com/game/10632.jhtml
代达罗斯 黄金爵士乐的觉醒,Daedalus:The Awakening of Golden Jazz,-1.0,-1,"['PC', 'PS4', 'Switch']",2018-12-13,"['解谜', '冒险', '主视角']",Arc System Works,"['解谜', '冒险', '主视角']",https://www.vgtime.com/game/10839.jhtml
GRIS,,8.8,22,"['PC', 'Switch']",2018-12-13,"['平台', '冒险', '独立']",Nomada Studio,"['平台', '冒险', '独立']",https://www.vgtime.com/game/10856.jhtml
审判之眼 死神遗言,ジャッジアイズ 死神の遺言,9.3,56,['PS4'],2018-12-13,"['动作', '角色扮演', '解谜', '冒险']",SEGA,"['动作', '角色扮演', '解谜', '冒险', '中文版', '木村拓哉']",https://www.vgtime.com/game/10896.jhtml
叛乱：沙漠风暴,Insurgency：Sandstorm,-1.0,-1,"['PC', 'XBone', 'PS4']",2018-12-13,"['主视角', '射击']",New World Interactive,"['主视角', '射击']",https://www.vgtime.com/game/10942.jhtml
地牢创造者,ダンジョンメーカー,-1.0,-1,"['Android', 'iOS']",2018-12-13,"['策略', '塔防', '模拟', '育成']",GameCoaster,"['策略', '塔防', '模拟', '育成']",https://www.vgtime.com/game/11025.jhtml
桃色弹球 闪乱神乐,PEACH BALL 閃乱カグラ,-1.0,-1,['Switch'],2018-12-13,"['益智', '体感']",Marvelous,"['益智', '体感']",https://www.vgtime.com/game/10842.jhtml
地下,Below,-1.0,-1,"['PC', 'XBone']",2018-12-14,['冒险'],Capybara Games,['冒险'],https://www.vgtime.com/game/406.jhtml
阿特拉斯,ATLAS,-1.0,-1,"['PC', 'XBone']",2018-12-13,"['角色扮演', 'MMO', '多人']",Studio Wildcard,"['角色扮演', 'MMO', '多人']",https://www.vgtime.com/game/11002.jhtml
Sakuna：稻米与废墟,Sakuna: Of Rice and Ruin,-1.0,-1,"['PC', 'PS4']",2018-冬季,['动作'],Edelweiss,"['动作', '经营']",https://www.vgtime.com/game/10360.jhtml
幽林怪谈,Bladed Fury,-1.0,-1,['PC'],2018-12-18,"['角色扮演', '冒险', '独立']",NEXT Studio,"['角色扮演', '冒险', '独立']",https://www.vgtime.com/game/10958.jhtml
黑房间,Blackroom,-1.0,-1,['PC'],2018-冬季,['射击'],Night Work Games,['射击'],https://www.vgtime.com/game/3750.jhtml
闪电十一人 阿瑞斯的天秤,イナズマイレブン アレスの天秤,-1.0,-1,"['Android', 'iOS', 'PS4', 'Switch']",2018-冬季,"['角色扮演', '体育', '育成']",LEVEL-5,"['角色扮演', '体育', '育成']",https://www.vgtime.com/game/10549.jhtml
杀手女王 黑,Killer Queen Black,-1.0,-1,"['PC', 'Switch']",2018-冬季,"['动作', '平台', '多人']",BumbleBear,"['动作', '平台', '多人']",https://www.vgtime.com/game/10799.jhtml
东京食尸鬼 re CALL to EXIST,東京喰種: re CALL to EXIST,-1.0,-1,['PS4'],2018-冬季,"['动作', '第三人称', '多人']",Bandai Namco,"['动作', '第三人称', '多人', '上时代画面']",https://www.vgtime.com/game/10821.jhtml
除夕,KILL X,-1.0,-1,['PS4'],2018-冬季,"['冒险', '射击', '独立', 'VR']",万岁游戏,"['冒险', '射击', '独立', 'VR']",https://www.vgtime.com/game/10847.jhtml
格兰蒂亚 1&2 高清重制版,Grandia + Grandia II HD Remaster,-1.0,-1,['Switch'],2018-冬季,"['角色扮演', '第三人称', '剧情']",Game Arts,"['角色扮演', '第三人称', '剧情']",https://www.vgtime.com/game/10875.jhtml
兰斯10 决战,RanceⅩ-決戦-,-1.0,-1,['PC'],2018-02-23,"['策略', '角色扮演', '卡牌', '剧情']",ALICESOFT,"['策略', '角色扮演', '卡牌', '剧情']",https://www.vgtime.com/game/11010.jhtml
古剑奇谭3,古剑奇谭三,8.7,136,['PC'],2018-11-23,"['动作', '角色扮演', '第三人称', '3D']",上海烛龙,"['动作', '角色扮演', '第三人称', '3D']",https://www.vgtime.com/game/10957.jhtml
文嘉,Wenjia,-1.0,-1,"['PC', 'XBone']",2018-10-18,"['解谜', '平台', '独立']",困境游戏,"['解谜', '平台', '独立']",https://www.vgtime.com/game/10982.jhtml
不可思议之梦蝶,Incredible Mandy,-1.0,-1,['PC'],2018-11-27,"['动作', '角色扮演', '解谜', '第三人称']",队友游戏,"['动作', '角色扮演', '解谜', '第三人称']",https://www.vgtime.com/game/10970.jhtml
最终幻想14 红莲之狂潮,ファイナルファンタジーXIV: 紅蓮のリベレーター,8.7,414,"['PC', 'PS3', 'PS4']",2013-08-27,"['角色扮演', 'MMO']",Square Enix,"['角色扮演', 'MMO', '他改变了艾欧泽亚', '名字土土的冒险者', '请来沙之家一趟', '吉田植树', '感受 倾听 思考', '打牌 钓鱼 赛鸟', '拉拉肥不是食材', '擦大炮', '慢热']",https://www.vgtime.com/game/569.jhtml
涂鸦恶魔,Doodle Devil,-1.0,-1,['PSV'],2011-02-11,['益智'],JoyBits,['益智'],https://www.vgtime.com/game/983.jhtml
式神之城Ⅲ,式神の城III,-1.0,-1,"['PC', 'Wii', 'X360']",2007-12-13,['射击'],Alfa System,['射击'],https://www.vgtime.com/game/3782.jhtml
苍翼异闻录 代码：新生,XBLAZE CODE : EMBRYO,-1.0,-1,"['X360', 'PSV', 'PS3']",2013-07-25,"['文字', '冒险']",Arc System Works,"['文字', '冒险']",https://www.vgtime.com/game/2974.jhtml
龙珠 斗士Z,ドラゴンボール ファイターズ,8.8,177,"['PC', 'XBone', 'PS4', 'Switch']",2018-01-26,"['格斗', '竞技']",Arc System Works,"['格斗', '竞技', '龙珠', '童年']",https://www.vgtime.com/game/10372.jhtml
魔都红色幽击队,魔都紅色幽撃隊,-1.0,-1,"['PSV', 'PS3']",2014-04-10,['角色扮演'],Toybox Games,['角色扮演'],https://www.vgtime.com/game/1601.jhtml
罪恶装备 未知次元 启示者,GUILTY GEAR Xrd -REVELATOR-,8.5,101,"['PS3', 'PS4']",2016-05-26,['格斗'],Arc System Works,['格斗'],https://www.vgtime.com/game/2015.jhtml
苍翼默示录：连续变换扩展版,BlazBlue: Continuum Shift Extend,8.5,41,"['PC', 'X360', 'PS3']",2011-12-17,['格斗'],Arc System Works,['格斗'],https://www.vgtime.com/game/889.jhtml
罪恶装备 未知次元 启示者2,Guilty Gear Xrd: Rev 2,8.4,49,"['PC', 'PS3', 'PS4']",2017-05-25,['格斗'],Arc System Works,['格斗'],https://www.vgtime.com/game/10089.jhtml
苍翼默示录 神明之梦,BLAZBLUE CENTRALFICTION,8.4,232,"['PC', 'PS3', 'PS4', 'Switch']",2016-10-06,['格斗'],Arc System Works,['格斗'],https://www.vgtime.com/game/3613.jhtml
遥远的时空中 舞一夜,遙かなる時空の中で 舞一夜,-1.0,-1,['PS2'],2006-09-21,['文字'],Koei Tecmo,['文字'],https://www.vgtime.com/game/4277.jhtml
赛马大亨7 2013,Winning Post 7 2013,-1.0,-1,"['PC', 'Wii', 'PSP', 'PSV', 'PS2', 'PS3']",2013-06-20,['体育'],Koei Tecmo,['体育'],https://www.vgtime.com/game/1646.jhtml
赛马大亨8 2015,Winning Post 8 2015,-1.0,-1,"['PC', 'PSV', 'PS3']",2015-03-12,['体育'],Koei Tecmo,['体育'],https://www.vgtime.com/game/1648.jhtml
天空的浪潮,Ciel nosurge: Ushinawareta Hoshi e Sasagu Uta,-1.0,-1,['PSV'],2012-04-26,['模拟'],Gust,['模拟'],https://www.vgtime.com/game/917.jhtml
赛马大亨8,Winning Post 8,-1.0,-1,"['PC', 'PSV', 'PS3']",2015-03-12,['体育'],Koei Tecmo,['体育'],https://www.vgtime.com/game/1647.jhtml
战国无双 编年史 2nd,戦国無双 Chronicle 2nd,-1.0,-1,['3DS'],2012-09-13,['动作'],Koei Tecmo,['动作'],https://www.vgtime.com/game/2674.jhtml
太阁立志传5,太閤立志伝V,9.1,281,['PSP'],2009-09-17,['策略'],Koei Tecmo,['策略'],https://www.vgtime.com/game/2525.jhtml
战国无双3 帝国,戦国無双3 Empires,-1.0,-1,['PS3'],2011-08-25,['动作'],Koei Tecmo,['动作'],https://www.vgtime.com/game/2807.jhtml
萝球部 秘密的遗失物,ロウきゅーぶ! ひみつのおとしもの,-1.0,-1,['PSP'],2013-06-20,"['文字', '冒险']",Kadokawa Games,"['文字', '冒险']",https://www.vgtime.com/game/2966.jhtml
水仙 十周年精选集,Narcissus 10th Anniversary Anthology,-1.0,-1,"['PC', 'PSV', 'PS4']",2016-01-28,['文字'],Sekai Project,['文字'],https://www.vgtime.com/game/4380.jhtml
无头骑士异闻录:Relay,Durarara!! Relay,-1.0,-1,['PSV'],2015-01-29,['冒险'],Kadokawa Games,['冒险'],https://www.vgtime.com/game/999.jhtml
命运石之门,Steins;Gate,9.0,372,"['PC', 'X360', 'PSP', 'PSV', 'PS3']",2009-10-15,"['文字', '冒险']",5pb.,"['文字', '冒险']",https://www.vgtime.com/game/1520.jhtml
Love Live 校园偶像天堂 Vol. 3： Lily White,Love Live! School Idol Paradise Vol. 3: Lily White,-1.0,-1,['PSV'],2014-08-28,['音乐'],Dingo Games,['音乐'],https://www.vgtime.com/game/1228.jhtml
英雄传说：空之轨迹 the 3rd 进化,英雄伝説 空の軌跡 the 3rd Evolution,8.9,189,['PSV'],2016-07-14,['角色扮演'],Nihon Falcom,['角色扮演'],https://www.vgtime.com/game/3589.jhtml
命运石之门：线性拘束的树状图,STEINS;GATE 線形拘束のフ更多,8.8,45,"['X360', 'PSV', 'PS3']",2013-11-28,"['文字', '冒险']",5pb.,"['文字', '冒险']",https://www.vgtime.com/game/1522.jhtml
英雄传说：空之轨迹FC 进化,英雄伝説 空の軌跡 FC Evolution,8.8,421,['PSV'],2015-06-11,['角色扮演'],Nihon Falcom,"['角色扮演', '回合']",https://www.vgtime.com/game/1576.jhtml
无限边境 EXCEED 超级机器人大战OG传奇,無限のフロンティアEXCEED スーパーロボット大戦OGサーガ,-1.0,-1,['NDS'],2010-02-25,['角色扮演'],Monolith Soft,['角色扮演'],https://www.vgtime.com/game/3811.jhtml
维纳斯与布雷斯,ヴィーナス＆ブレイブス～魔女と女神と滅びの予言～,-1.0,-1,['PSP'],2011-01-20,"['策略', '角色扮演']",Bandai Namco,"['策略', '角色扮演']",https://www.vgtime.com/game/2636.jhtml
黑暗之魂3,Dark Souls Ⅲ,9.3,4278,"['PC', 'XBone', 'PS4']",2016-03-24,"['动作', '角色扮演', '冒险', '第三人称']",FromSoftware,"['动作', '角色扮演', '冒险', '第三人称', '抖M之魂', '恋爱模拟', '受苦', '卡顿之魂', '优化差之魂', '民风淳朴不死街', '黑暗剑', '休闲娱乐', '翻滚之魂', '换装游戏', 'cosplay', '盾反之魂', '步行模拟器', 'ASS之魂', '狗头人', '老配方', '传火之魂']",https://www.vgtime.com/game/2179.jhtml
机动战士高达 基连的野望 吉翁的系谱,機動戦士ガンダム ギレンの野望 ジオンの系譜,-1.0,-1,['PSP'],2000-02-10,['策略'],Cattle Call,['策略'],https://www.vgtime.com/game/4121.jhtml
太鼓达人 Wii U,太鼓の達人 Wii Uば～じょん！,-1.0,-1,['WiiU'],2013-11-21,['音乐'],Bandai Namco,['音乐'],https://www.vgtime.com/game/3011.jhtml
偶像大师 全力以赴,THE IDOL M@STER ONE FOR ALL,-1.0,-1,"['X360', 'PS3']",2014-05-15,['音乐'],Bandai Namco,['音乐'],https://www.vgtime.com/game/349.jhtml
黑暗之魂,Dark Souls,9.2,1131,"['PC', 'X360', 'PS3']",2011-09-22,"['动作', '角色扮演']",FromSoftware,"['动作', '角色扮演', '恋爱模拟', '休闲娱乐', '换装游戏', '步行模拟器', '菜鸟入门']",https://www.vgtime.com/game/2601.jhtml
银河战士Prime 3 堕落,Metroid Prime 3:Corruption,-1.0,-1,['Wii'],2007-08-27,"['主视角', '射击']",Nintendo,"['主视角', '射击']",https://www.vgtime.com/game/3663.jhtml
塞尔达传说：旷野之息,The Legend of Zelda：Breath of the Wild,9.7,9688,"['WiiU', 'Switch']",2017-03-03,"['动作', '沙箱', '冒险']",Nintendo,"['动作', '解谜', '沙箱', '冒险', '神作', '掌机游戏巅峰之作', '开放沙盒', '游戏性趣味性', '巅峰', '沙盒天尊', '细节惊人', '宇宙神作', 'Game Play', '隐藏要素巨多', '秒天秒地秒空气', '超神开创性', '满分并不意味着这个游戏是完美无缺的，给予如此的评价无非是向制作人员对游戏本质的不懈追求表示我们最高敬意！', '无可争议的神作', '不自觉就沉迷其中', '好玩之余还能练习英语', '垃圾，塞尔达秒了', '垃圾，塞尔达秒了它', '无可挑剔的艺术品', '多年以后再议2017还得是她', '捡破烂', '好玩', '真的好好玩啊啊啊', '这是一款为了玩到它值得买一款主机的游戏', '为什么我买了ns，因为我对塞尔达爱得深沉', 'crazy', '几乎完美', '塞尔达天下第一', '最爱', '烟雨未绸缪', '我不叫塞尔达！', '沉浸感', '勇者林克', '任天堂开发的超强作品', '塞尔达系列出色续作', '太牛逼啦！', '时代的艺术品', '肥宅快乐说', '秒了', '世界的主宰', 'rug', '没问题塞尔达！', '因为一个米法  值了', '玩过后让ns吃灰', '割草机林克']",https://www.vgtime.com/game/805.jhtml
马里奥与索尼克：2014年索契冬奥会,Mario & Sonic at the Sochi 2014 Olympic Winter Games,-1.0,-1,['WiiU'],2013-11-15,['体育'],SEGA,['体育'],https://www.vgtime.com/game/745.jhtml
超级马力欧 奥德赛,Super Mario Odyssey,9.5,4444,['Switch'],2017-10-27,"['动作', '沙箱', '冒险']",Nintendo,"['动作', '沙箱', '冒险', '中文', '好玩', '爽', '换装', '收集', '女装', '马里奥64', '白学与三角恋', '一家三口', '碧池公主', '马里奥和他的帽子CP', '独具匠心', '箱庭跳跃']",https://www.vgtime.com/game/10077.jhtml
Wii Sports 运动胜地,Wii Sports Resort,-1.0,-1,['Wii'],2009-06-25,['体育'],Nintendo,['体育'],https://www.vgtime.com/game/2457.jhtml
闪电十一人3:面向世界的挑战 The 王牙,Inazuma Eleven 3: Team Ogre Attacks!,-1.0,-1,['NDS'],2010-12-16,"['角色扮演', '体育']",LEVEL-5,"['角色扮演', '体育']",https://www.vgtime.com/game/1825.jhtml
马里奥对大金刚2,Mario vs. Donkey Kong 2: March of the Minis,-1.0,-1,['NDS'],2006-09-25,['平台'],Nintendo,['平台'],https://www.vgtime.com/game/4278.jhtml
皇牌空战6 解放的战火,Ace Combat 6: Fires of Liberation,7.3,17,['X360'],2007-10-23,['射击'],Project Aces,['射击'],https://www.vgtime.com/game/3722.jhtml
英雄不再,NO MORE HEROES,-1.0,-1,['Wii'],2007-12-06,"['动作', '冒险']",Grasshopper Manufacture,"['动作', '冒险']",https://www.vgtime.com/game/3773.jhtml
让它死吧,Let It Die,7.7,28,"['PC', 'PS4']",2016-12-03,['动作'],Grasshopper Manufacture,"['动作', 'Roguelike']",https://www.vgtime.com/game/551.jhtml
暗影诅咒,Shadows of the Damned,7.4,19,"['X360', 'PS3']",2011-06-21,"['动作', '射击']",Grasshopper Manufacture,"['动作', '射击']",https://www.vgtime.com/game/2786.jhtml
杀手7,Killer 7,-1.0,-1,"['PC', 'PS2']",2005-06-07,"['动作', '冒险', '射击']",Grasshopper Manufacture,"['动作', '冒险', '射击']",https://www.vgtime.com/game/4081.jhtml
花、太阳与雨,Flower,-1.0,-1,"['NDS', 'PS2']",2001-05-02,"['解谜', '文字', '冒险']",Grasshopper Manufacture,"['解谜', '文字', '冒险']",https://www.vgtime.com/game/10647.jhtml
怪物猎人 世界,Monster Hunter World,9.4,5651,"['PC', 'XBone', 'PS4']",2018-01-26,"['动作', '角色扮演', '第三人称']",CAPCOM,"['动作', '角色扮演', '冒险', '第三人称', '刷刷刷', '恋爱模拟', '生态系统', '老猎人', '怪物虐人', '世界世界！！', '师姐师姐', '猛汉王', '厉害了', '打击感强', '帅！', '被虐和虐怪的过程', '太爱了！！', '来虐死我吧！！！！', '猎人暖暖', '买爆！爽爆！', '牛逼！', '读心术！', '确认过眼神✪ω✪', '户外烧烤模拟器', 'PS4中文独占', '单机猎人', '爱过，救你，保大', '掉线猎人', 'aibo', '臭b', '真猎人', '猫车猎人', '肝还在龙没了', '神奇动物在哪里']",https://www.vgtime.com/game/10394.jhtml
幽灵诡计,ゴーストトリック,9.3,517,['NDS'],2010-06-19,['文字'],CAPCOM,"['文字', '巧舟']",https://www.vgtime.com/game/3880.jhtml
逆转裁判123 成步堂选集,Gyakuten Saiban 123: Naruhodo Selection,9.3,516,"['PC', '3DS', 'XBone', 'PS4', 'Switch']",2014-04-17,"['文字', '冒险']",CAPCOM,"['文字', '冒险', '異議あり!']",https://www.vgtime.com/game/2084.jhtml
怪物猎人 携带版 2nd G,モンスターハンターポータブル 2nd G,9.1,845,['PSP'],2008-03-27,['动作'],CAPCOM,"['动作', 'PS3', '怪物猎人', '怪物虐人']",https://www.vgtime.com/game/738.jhtml
鬼武者2,Onimusha 2,-1.0,-1,"['PC', 'PS2']",2002-03-07,"['动作', '恐怖', '冒险']",CAPCOM,"['动作', '恐怖', '冒险']",https://www.vgtime.com/game/10884.jhtml
怪物猎人 携带版 3rd,モンスターハンターポータブル 3rd,9.1,988,['PSP'],2010-12-01,"['动作', '生存', '第三人称', '多人']",CAPCOM,"['动作', '生存', '第三人称', '多人', '大型怪物']",https://www.vgtime.com/game/3983.jhtml
迷惑馆 音乐之间,Nazo Waku Yakata:Oto no Ma ni Ma ni,-1.0,-1,['3DS'],2011-08-04,"['音乐', '解谜', '冒险']",CAPCOM,"['音乐', '解谜', '冒险']",https://www.vgtime.com/game/1989.jhtml
